chembl_id	accession	pref_name	organism
CHEMBL6141	Q95214	Acyl-CoA:cholesterol acyltransferase	Oryctolagus cuniculus
CHEMBL2224	Q95254	Ghrelin receptor	Sus scrofa
CHEMBL281	Q95323	Carbonic anhydrase IV	Bos taurus
CHEMBL2096971	Q95323	Carbonic anhydrase	Bos taurus
CHEMBL4868	Q95334	Aminopeptidase A	Sus scrofa
CHEMBL4885	Q95J97	cAMP-dependent protein kinase alpha-catalytic subunit	Oryctolagus cuniculus
CHEMBL3679	Q95KW7	Plasmin	Bos taurus
CHEMBL3509590	Q95KY9	Solute carrier organic anion transporter family member	Bos taurus
CHEMBL2502	Q95L14	Prostaglandin E synthase	Bos taurus
CHEMBL3286062	Q95M12	Legumain	Bos taurus
CHEMBL3811	Q95MF8	Estrogen sulfotransferase	Sus scrofa
CHEMBL2847	Q95N78	Peroxisome proliferator-activated receptor alpha	Canis lupus familiaris
CHEMBL5752	Q95P20	Acetylcholinesterase	Musca domestica
CHEMBL4188	Q95PM0	Rhodesain	Trypanosoma brucei rhodesiense
CHEMBL2363079	Q95US7	Voltage-activated calcium channel beta 1 subunit	Schistosoma mansoni
CHEMBL3085614	Q95V25	Calcium-activated potassium channel slo-1	Caenorhabditis elegans
CHEMBL4751	Q95WR6	Cysteine protease	Leishmania donovani
CHEMBL3351208	Q95XG9	D-amino-acid oxidase	Caenorhabditis elegans
CHEMBL2150834	Q95Z89	DNA topoisomerase type IB small subunit	Leishmania major
CHEMBL2268010	Q96242	Allene oxide synthase, chloroplastic	Arabidopsis thaliana
CHEMBL2363080	Q962H3	Voltage-activated calcium channel beta 2 subunit	Schistosoma mansoni
CHEMBL2366585	Q962I5	Ecdysone receptor	Lucilia cuprina
CHEMBL6110	Q962Y6	Thioredoxin glutathione reductase	Schistosoma mansoni
CHEMBL5833	Q964Q8	Farnesyl synthetase, putative	Trypanosoma cruzi
CHEMBL4150	Q965D5	Enoyl-acyl-carrier protein reductase	Plasmodium falciparum
CHEMBL4513	Q965D6	3-oxoacyl-acyl-carrier protein reductase	Plasmodium falciparum
CHEMBL4512	Q965D7	Fatty acid synthase	Plasmodium falciparum
CHEMBL3937	Q96662	Bovine viral diarrhoea virus polyprotein	Bovine viral diarrhea virus (strain CP7) (BVDV) (Mucosal diseasevirus)
CHEMBL2364026	Q968X7	Pyruvate:ferredoxin oxidoreductase	Cryptosporidium parvum
CHEMBL5413	Q969F8	Metastin receptor	Homo sapiens
CHEMBL2362989	Q969P6	DNA topoisomerase I, mitochondrial	Homo sapiens
CHEMBL5103	Q969S8	Histone deacetylase 10	Homo sapiens
CHEMBL2093865	Q969S8	Histone deacetylase	Homo sapiens
CHEMBL5038	Q969V1	Melanin-concentrating hormone receptor 2	Homo sapiens
CHEMBL2111437	Q969V1	Melanin-concentrating hormone receptor	Homo sapiens
CHEMBL3392946	Q96A54	Adiponectin receptor protein 1	Homo sapiens
CHEMBL2216743	Q96AG4	Leucine-rich repeat-containing protein 59	Homo sapiens
CHEMBL1255161	Q96B36	Proline-rich AKT1 substrate 1	Homo sapiens
CHEMBL2073679	Q96BD0	Solute carrier organic anion transporter family member 4A1	Homo sapiens
CHEMBL2094135	Q96BI3	Gamma-secretase	Homo sapiens
CHEMBL6186	Q96BR1	Serine/threonine-protein kinase Sgk3	Homo sapiens
CHEMBL1949488	Q96C86	Scavenger mRNA-decapping enzyme DcpS	Homo sapiens
CHEMBL1075127	Q96CA5	Baculoviral IAP repeat-containing protein 7	Homo sapiens
CHEMBL2384891	Q96D31	Calcium release-activated calcium channel protein 1	Homo sapiens
CHEMBL3038476	Q96D31	ORAI 1/2/3	Homo sapiens
CHEMBL5753	Q96D53	Uncharacterized aarF domain-containing protein kinase 4	Homo sapiens
CHEMBL3310	Q96DB2	Histone deacetylase 11	Homo sapiens
CHEMBL2093865	Q96DB2	Histone deacetylase	Homo sapiens
CHEMBL4506	Q96EB6	NAD-dependent deacetylase sirtuin 1	Homo sapiens
CHEMBL2189124	Q96EG1	Arylsulfatase G	Homo sapiens
CHEMBL3509592	Q96F10	Diamine acetyltransferase 2	Homo sapiens
CHEMBL3580485	Q96F46	Interleukin-17 receptor A	Homo sapiens
CHEMBL1743126	Q96FL8	Multidrug and toxin extrusion protein 1	Homo sapiens
CHEMBL4867	Q96G91	Purinergic receptor P2Y11	Homo sapiens
CHEMBL2185	Q96GD4	Serine/threonine-protein kinase Aurora-B	Homo sapiens
CHEMBL3430907	Q96GD4	Aurora kinase B/Inner centromere protein	Homo sapiens
CHEMBL3430911	Q96GD4	Serine/threonine-protein kinase Aurora	Homo sapiens
CHEMBL1671609	Q96HE7	ERO1-like protein alpha	Homo sapiens
CHEMBL3419	Q96IY4	Carboxypeptidase B2 isoform A	Homo sapiens
CHEMBL2073702	Q96J66	ATP-binding cassette sub-family C member 11	Homo sapiens
CHEMBL1795196	Q96J92	Serine/threonine-protein kinase WNK4	Homo sapiens
CHEMBL1287623	Q96JM7	Lethal(3)malignant brain tumor-like protein 3	Homo sapiens
CHEMBL2157851	Q96K76	Ubiquitin carboxyl-terminal hydrolase 47	Homo sapiens
CHEMBL4896	Q96KB5	PDZ-binding kinase	Homo sapiens
CHEMBL2362996	Q96KK3	Voltage-gated potassium channel	Homo sapiens
CHEMBL6032	Q96KQ7	Histone-lysine N-methyltransferase, H3 lysine-9 specific 3	Homo sapiens
CHEMBL3028	Q96KS0	Hypoxia-inducible factor prolyl hydroxylase 1	Homo sapiens
CHEMBL5754	Q96L34	MAP/microtubule affinity-regulating kinase 4	Homo sapiens
CHEMBL2362996	Q96L42	Voltage-gated potassium channel	Homo sapiens
CHEMBL3588738	Q96L73	Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific	Homo sapiens
CHEMBL1275221	Q96LA8	Protein arginine N-methyltransferase 6	Homo sapiens
CHEMBL5849	Q96LB1	Mas-related G-protein coupled receptor member X2	Homo sapiens
CHEMBL5850	Q96LB2	Mas-related G-protein coupled receptor member X1	Homo sapiens
CHEMBL1741207	Q96LD8	Sentrin-specific protease 8	Homo sapiens
CHEMBL1795188	Q96NT5	Proton-coupled folate transporter	Homo sapiens
CHEMBL5258	Q96NX5	CaM kinase I gamma	Homo sapiens
CHEMBL5851	Q96P09	Baculoviral IAP repeat-containing protein 8	Homo sapiens
CHEMBL1741208	Q96P20	NACHT, LRR and PYD domains-containing protein 3	Homo sapiens
CHEMBL5852	Q96P65	Pyroglutamylated RFamide peptide receptor	Homo sapiens
CHEMBL2150840	Q96P68	2-oxoglutarate receptor 1	Homo sapiens
CHEMBL5853	Q96PD7	Diacylglycerol O-acyltransferase 2	Homo sapiens
CHEMBL6014	Q96PF2	Testis-specific serine/threonine-protein kinase 2	Homo sapiens
CHEMBL1926497	Q96PH1	NADPH oxidase 5	Homo sapiens
CHEMBL5854	Q96PN6	Adenylate cyclase type 10	Homo sapiens
CHEMBL3414416	Q96PN8	Testis-specific serine/threonine-protein kinase 3	Homo sapiens
CHEMBL2362996	Q96PR1	Voltage-gated potassium channel	Homo sapiens
CHEMBL5855	Q96PY6	Serine/threonine-protein kinase Nek1	Homo sapiens
CHEMBL1795195	Q96Q15	Serine/threonine-protein kinase SMG1	Homo sapiens
CHEMBL5856	Q96Q40	Serine/threonine-protein kinase PFTAIRE-2	Homo sapiens
CHEMBL3559691	Q96Q40	Cyclin-dependent kinase	Homo sapiens
CHEMBL3112376	Q96Q83	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	Homo sapiens
CHEMBL2021752	Q96Q89	Kinesin-like protein KIF20B	Homo sapiens
CHEMBL2073669	Q96QA9	Multidrug resistance associated protein	Homo sapiens
CHEMBL1741209	Q96QE3	ATPase family AAA domain-containing protein 5	Homo sapiens
CHEMBL2216744	Q96QK1	Vacuolar protein sorting-associated protein 35	Homo sapiens
CHEMBL1250412	Q96QT4	Transient receptor potential cation channel subfamily M member 7	Homo sapiens
CHEMBL6112	Q96QU1	Protocadherin-15	Homo sapiens
CHEMBL6054	Q96RG2	PAS domain-containing serine/threonine-protein kinase	Homo sapiens
CHEMBL4691	Q96RI0	Proteinase activated receptor 4	Homo sapiens
CHEMBL2047	Q96RI1	Bile acid receptor FXR	Homo sapiens
CHEMBL5857	Q96RJ0	Trace amine-associated receptor 1	Homo sapiens
CHEMBL2362996	Q96RP8	Voltage-gated potassium channel	Homo sapiens
CHEMBL5284	Q96RR4	CaM-kinase kinase beta	Homo sapiens
CHEMBL2157853	Q96RU2	Ubiquitin carboxyl-terminal hydrolase 28	Homo sapiens
CHEMBL6120	Q96S37	Solute carrier family 22 member 12	Homo sapiens
CHEMBL1795193	Q96S38	Ribosomal protein S6 kinase delta-1	Homo sapiens
CHEMBL1938223	Q96S44	TP53-regulating kinase	Homo sapiens
CHEMBL2069163	Q96S53	Dual specificity testis-specific protein kinase 2	Homo sapiens
CHEMBL4375	Q96SB4	Serine/threonine-protein kinase SRPK1	Homo sapiens
CHEMBL3038476	Q96SN7	ORAI 1/2/3	Homo sapiens
CHEMBL3588729	Q96T53	Ghrelin O-acyltransferase	Homo sapiens
CHEMBL2424510	Q96T88	E3 ubiquitin-protein ligase UHRF1	Homo sapiens
CHEMBL1681624	Q96W81	14-alpha sterol demethylase	Neosartorya fumigata
CHEMBL1075204	Q96WJ0	Lanosterol synthase	Pneumocystis carinii
CHEMBL5858	Q97Q48	Alanyl-tRNA synthetase	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
CHEMBL1949487	Q97R46	Bifunctional protein GlmU	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
CHEMBL4359	Q97RU8	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
CHEMBL5039	Q97S36	Phenylalanyl-tRNA synthetase alpha chain	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
CHEMBL5886	Q97SG0	Seryl-tRNA synthetase	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
CHEMBL1075025	Q97SR4	Undecaprenyl pyrophosphate synthase	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
CHEMBL4902	Q98254	Topoiomerase 1B	Molluscum contagiosum virus subtype 1
CHEMBL3611961	Q98UH1	Mu opioid receptor-like OR2	Danio rerio
CHEMBL2176837	Q99028	Catechol O-methyltransferase	Sus scrofa
CHEMBL1996	Q99062	Granulocyte colony stimulating factor receptor	Homo sapiens
CHEMBL3286070	Q99075	Proheparin-binding EGF-like growth factor	Homo sapiens
CHEMBL4187	Q99250	Sodium channel protein type II alpha subunit	Homo sapiens
CHEMBL2096682	Q99250	Sodium channel alpha subunits; brain (Types I, II, III)	Homo sapiens
CHEMBL2331043	Q99250	Sodium channel alpha subunit	Homo sapiens
CHEMBL2614	Q99259	Glutamate decarboxylase 67 kDa isoform	Homo sapiens
CHEMBL5995	Q99418	Cytohesin-2	Homo sapiens
CHEMBL2364701	Q99436	26S proteosome	Homo sapiens
CHEMBL3347256	Q99436	Proteasome subunit beta type-7	Homo sapiens
CHEMBL3407321	Q99466	Neurogenic locus notch homolog protein 4	Homo sapiens
CHEMBL5887	Q99489	D-aspartate oxidase	Homo sapiens
CHEMBL3892	Q99500	Sphingosine 1-phosphate receptor Edg-3	Homo sapiens
CHEMBL2363041	Q99500	Sphingosine 1-phosphate receptor	Homo sapiens
CHEMBL3542432	Q99518	Flavin-containing monooxygenase	Homo sapiens
CHEMBL2726	Q99519	Sialidase 1	Homo sapiens
CHEMBL3091	Q99523	Neurotensin receptor 3	Homo sapiens
CHEMBL5872	Q99527	G-protein coupled estrogen receptor 1	Homo sapiens
CHEMBL4244	Q99538	Legumain	Homo sapiens
CHEMBL1938214	Q99542	Matrix metalloproteinase-19	Homo sapiens
CHEMBL1741210	Q99549	M-phase phosphoprotein 8	Homo sapiens
CHEMBL5888	Q99558	Mitogen-activated protein kinase kinase kinase 14	Homo sapiens
CHEMBL2189144	Q99570	Phosphoinositide 3-kinase regulatory subunit 4	Homo sapiens
CHEMBL2104	Q99571	P2X purinoceptor 4	Homo sapiens
CHEMBL4805	Q99572	P2X purinoceptor 7	Homo sapiens
CHEMBL1687681	Q99593	T-box transcription factor TBX5	Homo sapiens
CHEMBL3325308	Q99619	SPRY domain-containing SOCS box protein 2	Homo sapiens
CHEMBL3984	Q99640	Tyrosine- and threonine-specific cdc2-inhibitory kinase	Homo sapiens
CHEMBL5967	Q99661	Kinesin-like protein KIF2C	Homo sapiens
CHEMBL5968	Q99677	Lysophosphatidic acid receptor 4	Homo sapiens
CHEMBL5285	Q99683	Mitogen-activated protein kinase kinase kinase 5	Homo sapiens
CHEMBL4191	Q99685	Monoglyceride lipase	Homo sapiens
CHEMBL1795085	Q99700	Ataxin-2	Homo sapiens
CHEMBL344	Q99705	Melanin-concentrating hormone receptor 1	Homo sapiens
CHEMBL2111437	Q99705	Melanin-concentrating hormone receptor	Homo sapiens
CHEMBL2150844	Q99707	Methionine synthase	Homo sapiens
CHEMBL4159	Q99714	Endoplasmic reticulum-associated amyloid beta-peptide-binding protein	Homo sapiens
CHEMBL287	Q99720	Sigma opioid receptor	Homo sapiens
CHEMBL1743185	Q99735	Microsomal glutathione S-transferase 2	Homo sapiens
CHEMBL2311228	Q99741	Cell division control protein 6 homolog	Homo sapiens
CHEMBL5969	Q99755	Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha	Homo sapiens
CHEMBL2189153	Q99757	Thioredoxin, mitochondrial	Homo sapiens
CHEMBL5970	Q99759	Mitogen-activated protein kinase kinase kinase 3	Homo sapiens
CHEMBL3540	Q99788	G-protein coupled receptor ChemR23	Homo sapiens
CHEMBL1997	Q99808	Equilibrative nucleoside transporter 1	Homo sapiens
CHEMBL1744522	Q99814	Endothelial PAS domain-containing protein 1	Homo sapiens
CHEMBL2221345	Q99814	Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha	Homo sapiens
CHEMBL6157	Q99816	Tumor susceptibility gene 101 protein	Homo sapiens
CHEMBL5971	Q99835	Smoothened homolog	Homo sapiens
CHEMBL5919	Q99836	Myeloid differentiation primary response protein MyD88	Homo sapiens
CHEMBL5524	Q99873	Protein-arginine N-methyltransferase 1	Homo sapiens
CHEMBL3317335	Q99884	Sodium-dependent proline transporter	Homo sapiens
CHEMBL2386	Q99895	Chymotrypsin C	Homo sapiens
CHEMBL2093872	Q99928	GABA-A receptor; anion channel	Homo sapiens
CHEMBL2109243	Q99928	GABA-A receptor; benzodiazepine site	Homo sapiens
CHEMBL3583	Q99943	1-acylglycerol-3-phosphate O-acyltransferase alpha	Homo sapiens
CHEMBL3351197	Q99952	Tyrosine-protein phosphatase non-receptor type 18	Homo sapiens
CHEMBL1293199	Q99986	Serine/threonine-protein kinase VRK1	Homo sapiens
CHEMBL3120039	Q99988	Growth/differentiation factor 15	Homo sapiens
CHEMBL1255162	Q99J39	Malonyl-CoA decarboxylase, mitochondrial	Mus musculus
CHEMBL3259474	Q99KQ4	Nicotinamide phosphoribosyltransferase	Mus musculus
CHEMBL5972	Q99LR1	Monoacylglycerol lipase ABHD12	Mus musculus
CHEMBL2970	Q99MA2	Xaa-Pro aminopeptidase 2	Rattus norvegicus
CHEMBL2146340	Q99MB1	Toll-like receptor 3	Mus musculus
CHEMBL2429	Q99MI5	Spermidine synthase	Rattus norvegicus
CHEMBL1932911	Q99MK2	Histone acetyltransferase KAT5	Rattus norvegicus
CHEMBL2073701	Q99N01	Solute carrier organic anion transporter family member 4A1	Rattus norvegicus
CHEMBL2073689	Q99N02	Solute carrier organic anion transporter family member 3A1	Rattus norvegicus
CHEMBL5973	Q99N23	Carbonic anhydrase 15	Mus musculus
CHEMBL2606	Q99N42	Thymidine phosphorylase	Mus musculus
CHEMBL3428	Q99P50	Ghrelin receptor	Mus musculus
CHEMBL2095943	Q99P96	Histone deacetylase	Rattus norvegicus
CHEMBL3101	Q99P97	Histone deacetylase 6	Rattus norvegicus
CHEMBL2095943	Q99P97	Histone deacetylase	Rattus norvegicus
CHEMBL2095943	Q99P99	Histone deacetylase	Rattus norvegicus
CHEMBL3509583	Q99PG0	Arylacetamide deacetylase	Mus musculus
CHEMBL2364103	Q99XK8	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q99XZ0	70S ribosome	Streptococcus pyogenes
CHEMBL2364671	Q99YW3	Isoleucyl-tRNA synthetase	Streptococcus pyogenes
CHEMBL2364103	Q9A0D6	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1V0	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1V5	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1V6	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1V8	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1V9	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1W2	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1W3	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1W4	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1W5	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1W7	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1X2	70S ribosome	Streptococcus pyogenes
CHEMBL2364103	Q9A1X4	70S ribosome	Streptococcus pyogenes
CHEMBL1287598	Q9AEF9	THIN-B proetin	Janthinobacterium lividum
CHEMBL2321620	Q9AEG1	AcrB protein	Enterobacter aerogenes
CHEMBL2163181	Q9AIU7	DNA ligase	Staphylococcus aureus
CHEMBL5643	Q9AQH7	DnaC helicase	Staphylococcus aureus
CHEMBL2366510	Q9AR38	Protoporphyrinogen oxidase, chloroplastic	Oryza sativa subsp. japonica
CHEMBL3680	Q9BDP5	Inducible nitric oxide synthase	Bos taurus
CHEMBL4724	Q9BDQ5	Bradykinin B1 receptor	Canis lupus familiaris
CHEMBL1075262	Q9BDS8	C-C chemokine receptor type 3	Macaca fascicularis
CHEMBL2980	Q9BEG3	Arachidonate 5-lipoxygenase	Bos taurus
CHEMBL1741212	Q9BHT9	Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase	Plasmodium berghei
CHEMBL1781862	Q9BJF5	Calmodulin-domain protein kinase 1	Toxoplasma gondii
CHEMBL1275211	Q9BJJ9	Enoyl-ACP reductase	Plasmodium falciparum
CHEMBL2366511	Q9BMJ1	Acetylcholinesterase	Schizaphis graminum
CHEMBL2268011	Q9BMK9	CLC chloride channel protein	Caenorhabditis elegans
CHEMBL3321651	Q9BPV8	P2Y purinoceptor 13	Homo sapiens
CHEMBL1293265	Q9BPW0	Serine/threonine-protein phosphatase	Homo sapiens
CHEMBL5974	Q9BPW9	Dehydrogenase/reductase SDR family member 9	Homo sapiens
CHEMBL2362996	Q9BQ31	Voltage-gated potassium channel	Homo sapiens
CHEMBL3137261	Q9BQA1	PRMT5/MEP50 complex	Homo sapiens
CHEMBL3580487	Q9BQB4	Sclerostin	Homo sapiens
CHEMBL1930	Q9BQB6	Vitamin k epoxide reductase complex subunit 1 isoform 1	Homo sapiens
CHEMBL2095182	Q9BQE3	Tubulin	Homo sapiens
CHEMBL1741213	Q9BQF6	Sentrin-specific protease 7	Homo sapiens
CHEMBL6029	Q9BQI3	Eukaryotic translation initiation factor 2-alpha kinase 1	Homo sapiens
CHEMBL1743298	Q9BR01	Sulfotransferase 4A1	Homo sapiens
CHEMBL3638325	Q9BRH5	DGAT1 protein	Homo sapiens
CHEMBL3038476	Q9BRQ5	ORAI 1/2/3	Homo sapiens
CHEMBL5975	Q9BRS2	Serine/threonine-protein kinase RIO1	Homo sapiens
CHEMBL3621033	Q9BSJ8	Extended synaptotagmin-1	Homo sapiens
CHEMBL3638353	Q9BSW2	EF-hand calcium-binding domain-containing protein 4B	Homo sapiens
CHEMBL1075137	Q9BT73	Proteasome assembly chaperone 3	Homo sapiens
CHEMBL2251	Q9BTU6	PI4-kinase type II	Homo sapiens
CHEMBL2096619	Q9BTU6	Phosphatidylinositol 4-kinase, PI4K	Homo sapiens
CHEMBL2271	Q9BTY2	Alpha-L-fucosidase 2	Homo sapiens
CHEMBL2363065	Q9BU61	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL4718	Q9BUB5	MAP kinase-interacting serine/threonine-protein kinase MNK1	Homo sapiens
CHEMBL2095182	Q9BUF5	Tubulin	Homo sapiens
CHEMBL2424508	Q9BUL5	PHD finger protein 23	Homo sapiens
CHEMBL2189127	Q9BV23	Monoacylglycerol lipase ABHD6	Homo sapiens
CHEMBL2295562	Q9BV47	Dual specificity protein phosphatase 26	Homo sapiens
CHEMBL2095182	Q9BVA1	Tubulin	Homo sapiens
CHEMBL1075119	Q9BVG8	Kinesin-like protein KIFC3	Homo sapiens
CHEMBL2396506	Q9BVJ7	Dual specificity protein phosphatase 23	Homo sapiens
CHEMBL6000	Q9BVS4	Serine/threonine-protein kinase RIO2	Homo sapiens
CHEMBL3351200	Q9BW19	Kinesin-like protein KIFC1	Homo sapiens
CHEMBL6001	Q9BW60	Elongation of very long chain fatty acids protein 1	Homo sapiens
CHEMBL3351186	Q9BW92	Threonine--tRNA ligase, mitochondrial	Homo sapiens
CHEMBL6002	Q9BWU1	Cell division cycle 2-like protein kinase 6	Homo sapiens
CHEMBL3559691	Q9BWU1	Cyclin-dependent kinase	Homo sapiens
CHEMBL1628470	Q9BX84	Transient receptor potential cation channel subfamily M member 6	Homo sapiens
CHEMBL2150838	Q9BXA5	Succinate receptor 1	Homo sapiens
CHEMBL3627582	Q9BXA6	Testis-specific serine/threonine-protein kinase 6	Homo sapiens
CHEMBL6003	Q9BXA7	Testis-specific serine/threonine-protein kinase 1	Homo sapiens
CHEMBL1075101	Q9BXC0	G-protein coupled receptor 81	Homo sapiens
CHEMBL3562167	Q9BXC1	Probable G-protein coupled receptor 174	Homo sapiens
CHEMBL3108639	Q9BXF3	Cat eye syndrome critical region protein 2	Homo sapiens
CHEMBL3337330	Q9BXM7	Serine/threonine-protein kinase PINK1, mitochondrial	Homo sapiens
CHEMBL2034810	Q9BXN2	C-type lectin domain family 7 member A	Homo sapiens
CHEMBL6004	Q9BXR0	Queuine tRNA-ribosyltransferase	Homo sapiens
CHEMBL2363032	Q9BXT2	Voltage-gated calcium channel	Homo sapiens
CHEMBL6151	Q9BXU1	Serine/threonine-protein kinase 31	Homo sapiens
CHEMBL2157857	Q9BXW9	Fanconi anemia group D2 protein	Homo sapiens
CHEMBL2311238	Q9BY08	Emopamil-binding protein-like	Homo sapiens
CHEMBL3192	Q9BY41	Histone deacetylase 8	Homo sapiens
CHEMBL2093865	Q9BY41	Histone deacetylase	Homo sapiens
CHEMBL3038483	Q9BY41	Histone deacetylase 1/3/5/8	Homo sapiens
CHEMBL6189	Q9BY64	UDP-glucuronosyltransferase 2B28	Homo sapiens
CHEMBL3596087	Q9BYC5	Alpha-(1,6)-fucosyltransferase	Homo sapiens
CHEMBL3736	Q9BYF1	Angiotensin-converting enzyme 2	Homo sapiens
CHEMBL2096989	Q9BYF1	Angiotensin-converting enzyme	Homo sapiens
CHEMBL6055	Q9BYP7	Serine/threonine-protein kinase WNK3	Homo sapiens
CHEMBL6005	Q9BYT3	Serine/threonine-protein kinase 33	Homo sapiens
CHEMBL3108647	Q9BYW2	Histone-lysine N-methyltransferase SETD2	Homo sapiens
CHEMBL6121	Q9BZ11	Disintegrin and metalloproteinase domain-containing protein 33	Homo sapiens
CHEMBL3407327	Q9BZ23	Pantothenate kinase 2, mitochondrial	Homo sapiens
CHEMBL3108646	Q9BZ95	Histone-lysine N-methyltransferase NSD3	Homo sapiens
CHEMBL2095193	Q9BZJ3	Tryptase	Homo sapiens
CHEMBL4900	Q9BZL6	Serine/threonine-protein kinase D2	Homo sapiens
CHEMBL6122	Q9BZM1	Group XIIA secretory phospholipase A2	Homo sapiens
CHEMBL4278	Q9BZM2	Group IIF secretory phospholipase A2	Homo sapiens
CHEMBL1293197	Q9BZP6	Acidic mammalian chitinase	Homo sapiens
CHEMBL2469	Q9BZX2	Uridine-cytidine kinase 2	Homo sapiens
CHEMBL3542438	Q9BZX2	Uridine-cytidine kinase	Homo sapiens
CHEMBL1741214	Q9C000	NACHT, LRR and PYD domains-containing protein 1	Homo sapiens
CHEMBL6123	Q9C098	Serine/threonine-protein kinase DCLK3	Homo sapiens
CHEMBL2331065	Q9C0B1	Alpha-ketoglutarate-dependent dioxygenase FTO	Homo sapiens
CHEMBL2150836	Q9C0H9	SRC kinase signaling inhibitor 1	Homo sapiens
CHEMBL4723	Q9C1S6	Endo-b-N-acetylglucosaminidase	Mucor hiemalis
CHEMBL6124	Q9C5U0	Histidine kinase	Arabidopsis thaliana
CHEMBL6125	Q9C5U1	Histidine kinase	Arabidopsis thaliana
CHEMBL2242737	Q9C6L5	3-ketoacyl-CoA synthase 5	Arabidopsis thaliana
CHEMBL2285351	Q9CAK8	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic	Arabidopsis thaliana
CHEMBL2175	Q9CPU0	Glyoxalase I	Mus musculus
CHEMBL2663	Q9CQ65	S-methyl-5-thioadenosine phosphorylase	Mus musculus
CHEMBL2277	Q9CWJ9	AICAR transformylase	Mus musculus
CHEMBL3259494	Q9CZN8	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	Mus musculus
CHEMBL2176798	Q9CZU6	Citrate synthase, mitochondrial	Mus musculus
CHEMBL2176822	Q9D2G2	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	Mus musculus
CHEMBL3593153	Q9D358	Low molecular weight phosphotyrosine protein phosphatase	Mus musculus
CHEMBL1075293	Q9D379	Epoxide hydrolase 1	Mus musculus
CHEMBL2094133	Q9D6F4	GABA-A receptor; anion channel	Mus musculus
CHEMBL2186	Q9D6N1	Carbonic anhydrase XIII	Mus musculus
CHEMBL3259485	Q9D8I1	Marginal zone B- and B1-cell-specific protein	Mus musculus
CHEMBL3259509	Q9DBL9	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Mus musculus
